CC268,HD-TVI EXIR 5MP Bullet Cam IR 30m 2.8mm,1154.00,775.00,1327.1,891.25,,
CC268-1,HD-TVI EXIR 5MP Bullet Cam IR 80m MVF,2547.00,1740.00,2929.05,2001,,
,HIKVISION HD-TVI DOME CAMERAS,,,0,0,,
CC386-1,HIK HD-TVI Dome 4 in 1 1080P IR25m 2.8mm,584.00,399.00,671.6,458.85,,
CC386-2,HIK HD-TVI Dome 4in1 1080P IR 20M 3.6mm,520.00,355.00,598,408.25,,
CC386-6,HD-TVI Plastic Dome Cam 1080p IR 20m,303.00,195.00,348.45,224.25,,
CC386-8,HD-TVI ColorVu Dome Camera 1080p - 2.8mm,1645.00,1124.00,1891.75,1292.6,,
CC386-9,HD-TVI ColorVu Dome Camera 1080p - 2.8mm,776.00,530.00,892.4,609.5,,
CC386-13,2MP Dual Light Audio Fixed Turret 2.8mm,601.00,410.00,691.15,471.5,,
CC387,HIK HD-TVI Dome 720p EXIR IR 40M 3.6mm,663.00,453.00,762.45,520.95,,
CC387-1,HIK HD-TVI Dome 1080p EXIR 40M 3.6mm,874.00,595.00,1005.1,684.25,,
CC388-2,HIK HD-TVI Turret Cam 1080p IR40m VF,1301.00,889.00,1496.15,1022.35,,
CC269,HD-TVI EXIR 5MP Turret Cam IR 30m 2.8mm,1293.00,883.00,1486.95,1015.45,,
CC269-1,HD-TVI EXIR 5MP Dome Cam IR60m MVF,2307.00,1576.00,2653.05,1812.4,,
,PTZ CAMERAS & ACCESSORIES - HIKVISION,,,0,0,,
CC98-3,HIK HD-TVI PTZ Camera CMOS 1080p 25 x OZ,6895.00,4712.00,7929.25,5418.8,,
CC95-1,HIK Speed Dome Keyboard Network Control,5481.62,3741.00,6303.863,4302.15,,
CC468-2,HIK PTZ Brkt Pendant Mnt for CC99 CC99-1,536.00,366.00,616.4,420.9,,
CC468-3,HIK PTZ Bracket Corner Mount White,664.00,452.00,763.6,519.8,,
CC468-4,HIK PTZ Bracket Pole Mount White,664.00,453.00,763.6,520.95,,
CC468-5,HIK Compact PTZ Bracket Wall Mount White,458.00,312.00,526.7,358.8,,
CC468-10,HIK Speed Dome EI Coupling Ring White,108.00,74.00,124.2,85.1,,
CA21,SP Uni Cam Mnt Enclose 115x115x48mm,58.00,39.00,66.7,44.85,,
CA21-5,SP Enclose Blk Uni Cam Mnt 115x115x48mm,58.00,39.00,66.7,44.85,,
CA21-1,SP L Uni Cam Mnt Enclose 161x161x48mm Wh,88.00,59.00,101.2,67.85,,
,,,,0,0,,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,Page: 6,,,0,0,,
www.REGALSECURITY.co.za,05/03/2023,,,0,0,,
,,,,0,0,,
Trade Price List,,,,0,0,,
SURVEILLANCE,,,,0,0,,
Our Code,Item Description,,Retail Excl VAT,0,#VALUE!,,
NVR's - Mini Embedded HIKVISION,,,,0,0,,
